id,prompt,sketch_json,point_count_hint,missing_count_hint,answer_json
qsg_10a84e0eb619,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c20_01"",""c19_00"",""c18_00"",""c17_00"",""c16_00"",""c15_00"",""c14_00"",""c13_00"",""c12_00"",""c11_00"",""c10_00"",""c09_00"",""c08_01"",""c07_02"",""c06_02"",""c05_02"",""c04_03"",""c03_04"",""c02_05"",""c01_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c01_16"",""c02_17"",""c03_18"",""c04_18"",""c05_19"",""c06_19"",""c07_20"",""c08_20"",""c09_20"",""c10_20"",""c11_21"",""c12_21"",""c13_21"",""c14_21"",""c15_21"",""c16_21"",""c17_21"",""c18_21"",""c19_21"",""c20_21"",""c21_21"",""c22_20"",""c23_20"",""c24_20"",""c25_20"",""c26_20"",""c27_19"",""c28_18"",""c29_17""],""suffix"":[""c30_08"",""c29_07"",""c28_06"",""c27_05"",""c26_04"",""c25_03"",""c24_03"",""c23_02"",""c22_02"",""c21_02"",""c20_02"",""c19_02"",""c18_02"",""c17_02"",""c16_02"",""c15_02"",""c14_02""],""gap_after_index"":57,""hidden_length_hint"":8},{""stroke_index"":1,""points"":[""c16_02"",""c16_03"",""c16_04""]},{""stroke_index"":2,""points"":[""c21_04"",""c22_04"",""c23_04"",""c24_04"",""c24_05"",""c24_06"",""c25_06"",""c26_06"",""c27_06"",""c26_07""]},{""stroke_index"":3,""points"":[""c27_10"",""c28_10"",""c29_10"",""c29_11"",""c28_11"",""c29_11"",""c30_11"",""c31_12"",""c30_12"",""c29_13""]},{""stroke_index"":4,""points"":[""c27_15"",""c27_16"",""c26_17"",""c26_18""]}]}",110,8,"{""hidden_cells"":[""c30_16"",""c30_15"",""c31_14"",""c31_13"",""c31_12"",""c31_11"",""c31_10"",""c30_09""]}"
qsg_cecc774eda95,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c03_15"",""c03_16"",""c03_17"",""c04_18"",""c04_19"",""c04_20"",""c04_21""]},{""stroke_index"":1,""points"":[""c03_15"",""c04_15"",""c05_15"",""c06_15"",""c07_15"",""c08_15"",""c09_15"",""c10_15"",""c11_15"",""c12_15"",""c13_15"",""c14_15"",""c15_16"",""c15_17"",""c15_18"",""c15_19"",""c15_20"",""c15_21""]},{""stroke_index"":2,""points"":[""c05_22"",""c06_22"",""c07_21"",""c08_21"",""c09_21"",""c10_20"",""c11_20"",""c12_20"",""c13_19"",""c14_19""]},{""stroke_index"":3,""prefix"":[""c03_13"",""c03_12"",""c04_11"",""c04_10"",""c05_09"",""c05_08"",""c06_07"",""c06_06"",""c06_05"",""c07_04""],""suffix"":[""c16_10"",""c16_11"",""c16_12"",""c16_13"",""c16_14"",""c16_15"",""c16_16"",""c16_17"",""c16_18""],""gap_after_index"":9,""hidden_length_hint"":20},{""stroke_index"":4,""points"":[""c05_21"",""c04_22"",""c03_22"",""c02_23"",""c02_24"",""c01_25"",""c00_26"",""c00_27""]},{""stroke_index"":5,""points"":[""c14_21"",""c13_22"",""c13_23"",""c12_24"",""c12_25"",""c11_26"",""c10_27"",""c10_28"",""c09_29"",""c09_30"",""c08_31""]}]}",93,20,"{""hidden_cells"":[""c07_03"",""c07_02"",""c07_01"",""c07_00"",""c08_00"",""c09_00"",""c10_00"",""c11_01"",""c12_01"",""c13_02"",""c14_02"",""c15_02"",""c16_03"",""c17_04"",""c18_04"",""c18_05"",""c18_06"",""c17_07"",""c17_08"",""c17_09""]}"
qsg_c08f4ad5f3a8,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c09_05"",""c08_05"",""c07_06"",""c07_07"",""c06_08"",""c06_09"",""c05_10"",""c05_11"",""c05_12"",""c05_13"",""c06_13"",""c07_13"",""c08_13"",""c09_13"",""c10_13"",""c10_12"",""c11_11"",""c11_10"",""c11_09"",""c11_08"",""c11_07"",""c11_06"",""c10_05"",""c11_04"",""c12_04"",""c13_03"",""c14_03"",""c15_02"",""c16_02"",""c17_02"",""c18_03"",""c19_04"",""c19_05"",""c19_06"",""c19_07"",""c19_08"",""c18_09"",""c18_10"",""c17_10"",""c16_11"",""c15_11"",""c14_11"",""c13_11"",""c12_11""],""suffix"":[""c09_18"",""c08_17"",""c08_16"",""c08_15"",""c08_14"",""c08_15"",""c07_16"",""c06_17"",""c05_17"",""c04_17"",""c03_17"",""c02_17"",""c01_16"",""c00_15"",""c00_14"",""c00_13"",""c00_12"",""c01_11"",""c02_10"",""c03_10"",""c04_10"",""c03_09"",""c02_08"",""c02_07"",""c01_06"",""c01_05"",""c01_04"",""c02_03"",""c02_02"",""c03_02"",""c04_02"",""c05_02"",""c06_02"",""c06_03"",""c07_04"",""c07_03"",""c06_02"",""c06_01"",""c07_00"",""c08_00"",""c09_00"",""c10_01"",""c11_02"",""c12_03"",""c11_04""],""gap_after_index"":43,""hidden_length_hint"":17},{""stroke_index"":1,""points"":[""c07_15"",""c06_16"",""c06_17"",""c06_18"",""c05_19"",""c05_20"",""c05_21"",""c05_22"",""c05_23"",""c05_24"",""c05_25"",""c05_26"",""c05_27"",""c05_28"",""c05_29"",""c05_30"",""c05_31""]}]}",123,17,"{""hidden_cells"":[""c13_11"",""c14_11"",""c15_11"",""c15_12"",""c16_13"",""c16_14"",""c16_15"",""c17_16"",""c17_17"",""c16_18"",""c16_19"",""c15_20"",""c14_20"",""c13_20"",""c12_20"",""c11_20"",""c10_19""]}"
qsg_a05db16a6c71,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c01_11"",""c01_12"",""c02_13"",""c03_14"",""c04_14"",""c05_15"",""c06_16"",""c07_16"",""c08_16"",""c09_15"",""c10_15"",""c11_14"",""c12_14"",""c12_13"",""c13_12""],""suffix"":[""c10_00"",""c09_00"",""c08_00"",""c07_00"",""c06_00"",""c05_00"",""c04_00"",""c03_00"",""c02_00"",""c02_01"",""c01_02"",""c01_03"",""c00_04"",""c00_05""],""gap_after_index"":19,""hidden_length_hint"":13},{""stroke_index"":1,""points"":[""c05_07"",""c04_06"",""c04_05"",""c04_04"",""c03_03"",""c04_03"",""c05_02"",""c06_02"",""c07_02"",""c07_03"",""c08_04"",""c08_05"",""c07_06"",""c06_06"",""c05_07"",""c06_06"",""c07_06"",""c08_05"",""c09_04"",""c10_03"",""c11_03"",""c12_03"",""c13_04"",""c13_05"",""c13_06"",""c13_07"",""c12_07"",""c11_07"",""c10_07"",""c09_06"",""c08_06"",""c09_07"",""c10_08"",""c10_09"",""c11_10"",""c10_10"",""c09_11"",""c08_11"",""c07_11"",""c06_10"",""c06_09"",""c05_08"",""c05_07""]},{""stroke_index"":2,""points"":[""c04_06"",""c03_07"",""c02_08"",""c02_09"",""c03_10"",""c03_11"",""c04_10"",""c05_09""]},{""stroke_index"":3,""points"":[""c06_16"",""c06_17"",""c06_18"",""c06_19"",""c06_20"",""c07_21"",""c07_22"",""c07_23"",""c07_24"",""c07_25"",""c07_26"",""c07_27"",""c07_28"",""c07_27""]},{""stroke_index"":4,""points"":[""c07_27"",""c06_28"",""c05_28"",""c04_28"",""c03_29"",""c02_29"",""c01_30"",""c00_30"",""c01_30"",""c02_30"",""c03_31"",""c04_31"",""c05_31"",""c06_31"",""c07_31"",""c08_31"",""c09_31"",""c10_31"",""c11_31"",""c12_31"",""c13_31"",""c14_30"",""c15_30"",""c15_29"",""c15_28"",""c14_28"",""c13_28"",""c12_27"",""c11_27"",""c10_27"",""c09_28"",""c08_28"",""c07_28""]}]}",145,13,"{""hidden_cells"":[""c14_11"",""c14_10"",""c14_09"",""c15_08"",""c15_07"",""c16_06"",""c16_05"",""c16_04"",""c15_03"",""c14_02"",""c13_01"",""c12_01"",""c11_00""]}"
qsg_329a25fd44ca,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_12"",""c01_12"",""c02_13"",""c03_13"",""c04_13"",""c05_14"",""c06_14"",""c07_14"",""c08_14"",""c09_14""],""suffix"":[""c19_15"",""c20_15"",""c21_15"",""c22_15"",""c23_15"",""c24_15"",""c25_15"",""c26_14"",""c27_14"",""c28_13"",""c29_12"",""c30_12"",""c30_11"",""c31_10"",""c31_09"",""c30_09"",""c29_09"",""c28_10"",""c27_10"",""c26_10"",""c25_10"",""c24_10"",""c23_10"",""c22_10"",""c21_10"",""c20_10"",""c19_10"",""c18_10"",""c17_10"",""c16_10"",""c15_10"",""c14_10"",""c13_10"",""c12_10"",""c11_10"",""c10_10"",""c09_10"",""c08_10"",""c07_10"",""c06_10"",""c05_10"",""c04_10"",""c03_10"",""c02_10"",""c01_11"",""c00_11""],""gap_after_index"":9,""hidden_length_hint"":9},{""stroke_index"":1,""points"":[""c16_10"",""c16_09"",""c16_08"",""c16_07"",""c16_06"",""c16_05"",""c16_04"",""c16_03"",""c16_02"",""c16_01"",""c16_00"",""c17_01"",""c18_02"",""c19_02"",""c20_03"",""c21_04"",""c20_05"",""c19_05"",""c18_06"",""c17_06"",""c16_07"",""c15_07""]}]}",87,9,"{""hidden_cells"":[""c10_15"",""c11_15"",""c12_15"",""c13_15"",""c14_15"",""c15_15"",""c16_15"",""c17_15"",""c18_15""]}"
qsg_7e14eba85703,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c06_10"",""c07_10"",""c08_10"",""c09_10"",""c10_10"",""c11_10"",""c12_10"",""c13_09"",""c14_09"",""c15_09"",""c16_09"",""c17_08"",""c18_08"",""c19_08"",""c20_08"",""c21_07"",""c22_07"",""c23_07"",""c23_08"",""c23_09"",""c23_10"",""c23_11"",""c23_12"",""c23_13"",""c23_14"",""c23_15"",""c22_16"",""c21_16"",""c20_16"",""c19_16"",""c18_17"",""c17_17"",""c16_17"",""c15_17"",""c14_17"",""c13_17"",""c12_17"",""c11_17"",""c10_17"",""c09_17"",""c08_16"",""c07_15"",""c06_14"",""c06_13"",""c07_12""]},{""stroke_index"":1,""points"":[""c15_08"",""c15_07"",""c15_06"",""c15_05"",""c15_04"",""c14_03"",""c14_02"",""c14_01"",""c14_00""]},{""stroke_index"":2,""points"":[""c13_00"",""c12_01"",""c11_02"",""c10_02"",""c09_03"",""c09_04"",""c10_04"",""c11_04"",""c12_04"",""c13_04"",""c14_04""]},{""stroke_index"":3,""prefix"":[""c04_17"",""c05_16"",""c06_16"",""c07_16"",""c08_16"",""c09_16"",""c10_16"",""c11_16"",""c12_16"",""c13_17"",""c14_17"",""c15_17"",""c16_17"",""c17_17"",""c18_16"",""c19_16"",""c20_16"",""c21_16"",""c22_16"",""c23_16"",""c24_16"",""c25_15"",""c26_14"",""c27_13"",""c28_13"",""c29_12"",""c30_12"",""c31_12"",""c31_13"",""c31_14""],""suffix"":[""c22_16"",""c21_16"",""c20_16"",""c19_16"",""c18_16"",""c17_16"",""c16_16"",""c15_16"",""c14_16"",""c13_16"",""c12_16"",""c11_16"",""c10_17"",""c09_18"",""c08_18"",""c07_18"",""c06_18"",""c05_17"",""c04_16"",""c03_16"",""c02_16"",""c01_16"",""c00_17""],""gap_after_index"":29,""hidden_length_hint"":8}]}",126,8,"{""hidden_cells"":[""c30_15"",""c29_15"",""c28_16"",""c27_16"",""c26_16"",""c25_16"",""c24_16"",""c23_16""]}"
qsg_5101858d2fdc,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c01_05"",""c02_04"",""c03_04"",""c04_04"",""c05_03"",""c06_02"",""c07_02"",""c08_02"",""c09_01"",""c10_01"",""c11_01"",""c12_00"",""c13_00"",""c14_00"",""c15_00"",""c16_00"",""c17_00"",""c18_00"",""c19_00"",""c20_00"",""c21_00"",""c22_01"",""c23_01"",""c24_02"",""c25_02"",""c26_03"",""c27_04"",""c28_05"",""c28_06"",""c29_07"",""c29_08"",""c29_09"",""c29_10"",""c29_11"",""c29_12"",""c29_13"",""c29_14""],""suffix"":[""c22_24"",""c21_24"",""c20_24"",""c19_25"",""c18_25"",""c17_25"",""c16_24"",""c15_24"",""c14_24"",""c13_24"",""c12_23"",""c11_23"",""c10_22"",""c09_22"",""c08_22"",""c07_21"",""c06_21"",""c05_20"",""c04_20"",""c03_19"",""c02_18"",""c01_17"",""c01_16"",""c00_15"",""c00_14"",""c00_13"",""c00_12"",""c00_11"",""c00_10"",""c00_09"",""c00_08"",""c00_07"",""c01_06"",""c02_05"",""c03_04"",""c04_04"",""c05_03"",""c06_03"",""c07_02"",""c08_02""],""gap_after_index"":36,""hidden_length_hint"":10},{""stroke_index"":1,""points"":[""c15_12"",""c16_12"",""c16_13"",""c15_13"",""c15_12"",""c16_12""]},{""stroke_index"":2,""points"":[""c16_12"",""c17_12"",""c18_11"",""c19_11"",""c20_10"",""c21_10"",""c22_10"",""c23_09"",""c24_09"",""c25_09"",""c26_08"",""c27_08"",""c28_07"",""c29_07"",""c30_06"",""c31_06""]},{""stroke_index"":3,""points"":[""c15_13"",""c16_14"",""c16_15"",""c16_16"",""c16_17"",""c17_18"",""c17_19"",""c17_20""]}]}",117,10,"{""hidden_cells"":[""c29_15"",""c29_16"",""c28_17"",""c28_18"",""c27_19"",""c26_20"",""c26_21"",""c25_22"",""c24_22"",""c23_23""]}"
qsg_96941354564c,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c11_00"",""c10_01"",""c10_02"",""c09_03"",""c09_04"",""c09_05"",""c10_06"",""c11_07"",""c12_07"",""c13_07"",""c14_07"",""c15_06"",""c16_06"",""c17_06"",""c18_05"",""c18_04"",""c19_03"",""c19_02"",""c18_01"",""c17_00"",""c16_00"",""c15_00"",""c14_00"",""c13_00"",""c12_00"",""c11_00"",""c10_00"",""c09_00"",""c08_00"",""c07_01"",""c06_01""]},{""stroke_index"":1,""prefix"":[""c26_01"",""c25_02"",""c24_02"",""c23_03"",""c22_04"",""c21_05"",""c20_06"",""c20_07"",""c21_08"",""c22_08"",""c23_08"",""c24_08"",""c25_08"",""c26_08"",""c27_07"",""c28_07""],""suffix"":[""c27_00"",""c26_00"",""c25_00"",""c24_00"",""c23_00"",""c22_00""],""gap_after_index"":15,""hidden_length_hint"":9},{""stroke_index"":2,""points"":[""c23_09"",""c22_09"",""c21_10"",""c20_10"",""c19_11"",""c18_11"",""c17_12"",""c16_12"",""c15_13"",""c14_14"",""c13_14"",""c12_15"",""c11_15"",""c10_16"",""c09_17"",""c08_17"",""c07_18"",""c06_18"",""c05_19"",""c04_20"",""c03_20"",""c02_21"",""c01_21"",""c00_22""]},{""stroke_index"":3,""points"":[""c14_07"",""c14_08"",""c14_09"",""c14_10"",""c14_11"",""c15_12"",""c16_13"",""c16_14"",""c17_15"",""c18_16"",""c19_17"",""c19_18"",""c20_19"",""c20_20"",""c21_21"",""c21_22"",""c22_23"",""c22_24"",""c23_25"",""c23_26""]},{""stroke_index"":4,""points"":[""c00_21"",""c01_20"",""c02_19"",""c03_18"",""c04_18"",""c05_17"",""c06_16"",""c07_16"",""c08_15"",""c09_14"",""c10_14"",""c11_13"",""c12_13"",""c13_12"",""c14_12"",""c15_11"",""c16_11"",""c17_10"",""c18_10"",""c19_09"",""c20_09"",""c21_08"",""c22_08""]},{""stroke_index"":5,""points"":[""c14_07"",""c15_08"",""c16_09"",""c16_10"",""c17_11"",""c18_12"",""c18_13"",""c19_14"",""c20_15"",""c20_16"",""c20_17"",""c21_18"",""c22_19"",""c23_20"",""c24_21"",""c24_22"",""c25_23"",""c25_24"",""c24_24"",""c23_24"",""c22_24""]}]}",150,9,"{""hidden_cells"":[""c29_06"",""c30_06"",""c31_05"",""c31_04"",""c31_03"",""c30_02"",""c30_01"",""c29_01"",""c28_00""]}"
qsg_68d12adc6900,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c22_04"",""c22_03"",""c21_02"",""c20_02"",""c19_01"",""c18_01"",""c17_01"",""c16_01"",""c15_00"",""c14_00"",""c13_00"",""c12_00"",""c11_01"",""c10_01"",""c09_02"",""c08_02""],""suffix"":[""c00_16"",""c00_17"",""c00_18"",""c00_19"",""c00_20"",""c00_21"",""c01_22"",""c02_23"",""c03_24"",""c04_25"",""c05_26"",""c06_26"",""c07_27"",""c08_28"",""c09_28"",""c10_28"",""c11_29"",""c12_29"",""c13_29"",""c14_29"",""c15_29"",""c16_29"",""c17_29"",""c18_29"",""c19_29"",""c20_29"",""c21_28"",""c22_28"",""c23_28"",""c24_28"",""c25_28"",""c26_27"",""c27_27"",""c28_26"",""c28_25"",""c29_24"",""c30_23"",""c30_22"",""c30_21"",""c31_20"",""c31_19"",""c31_18"",""c31_17"",""c31_16"",""c31_15"",""c31_14"",""c31_13"",""c31_12"",""c30_11"",""c30_10"",""c30_09"",""c29_08"",""c29_07"",""c28_06"",""c28_05"",""c27_04"",""c27_03"",""c26_02"",""c26_01"",""c25_01"",""c24_00"",""c23_00"",""c22_00"",""c21_00"",""c20_00"",""c19_00"",""c18_00""],""gap_after_index"":15,""hidden_length_hint"":13},{""stroke_index"":1,""points"":[""c16_03"",""c16_04"",""c16_05"",""c16_06"",""c16_07"",""c16_08"",""c16_09"",""c16_10"",""c16_11"",""c16_12"",""c16_13"",""c16_14"",""c17_14"",""c18_14"",""c19_14"",""c20_14"",""c21_14"",""c22_14"",""c23_13"",""c24_13"",""c25_13"",""c26_13"",""c27_13"",""c28_13"",""c29_13""]}]}",121,13,"{""hidden_cells"":[""c07_03"",""c06_04"",""c05_05"",""c04_06"",""c03_07"",""c02_08"",""c02_09"",""c01_10"",""c01_11"",""c01_12"",""c00_13"",""c00_14"",""c00_15""]}"
qsg_0e16d2fe96a8,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c09_06"",""c08_06"",""c07_06"",""c06_06"",""c05_06"",""c04_06"",""c03_07"",""c02_08"",""c01_09"",""c00_10""],""suffix"":[""c05_17"",""c06_17"",""c07_17"",""c08_16"",""c09_16"",""c09_15"",""c10_14"",""c10_13"",""c10_12"",""c10_11"",""c10_10"",""c10_09"",""c09_08"",""c08_08""],""gap_after_index"":9,""hidden_length_hint"":10},{""stroke_index"":1,""points"":[""c09_08"",""c10_08"",""c11_08"",""c12_08"",""c13_07"",""c14_07"",""c15_07"",""c16_07"",""c17_07"",""c18_07"",""c19_07"",""c20_07"",""c21_07"",""c22_07"",""c23_07"",""c24_07""]},{""stroke_index"":2,""points"":[""c24_07"",""c23_08"",""c22_08"",""c21_09"",""c20_10"",""c20_11"",""c20_12"",""c20_13"",""c20_14"",""c21_15"",""c22_15"",""c23_15"",""c24_15"",""c25_15"",""c26_15"",""c27_15"",""c28_15"",""c29_15"",""c30_15"",""c31_14"",""c31_13"",""c31_12"",""c31_11"",""c31_10"",""c30_09"",""c29_08"",""c28_08"",""c27_07"",""c26_07""]},{""stroke_index"":3,""points"":[""c26_12"",""c26_13"",""c27_13"",""c28_12"",""c28_11"",""c27_10"",""c26_10"",""c27_11""]},{""stroke_index"":4,""points"":[""c07_11"",""c06_11"",""c05_11"",""c04_11"",""c03_11"",""c02_11"",""c02_12"",""c03_13"",""c04_13"",""c05_14"",""c06_14"",""c06_13"",""c07_12"",""c06_12"",""c05_11"",""c04_11"",""c04_12""]},{""stroke_index"":5,""points"":[""c16_03"",""c16_04"",""c16_05"",""c16_06"",""c16_07""]},{""stroke_index"":6,""points"":[""c07_07"",""c07_06"",""c08_05"",""c09_04"",""c10_03"",""c11_02"",""c12_01"",""c11_01"",""c10_00"",""c09_00"",""c08_00"",""c07_00"",""c08_00"",""c09_00"",""c10_00"",""c11_00"",""c12_00"",""c13_00""]}]}",127,10,"{""hidden_cells"":[""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c00_16"",""c01_16"",""c02_17"",""c03_17"",""c04_17""]}"
qsg_bebf2e77a7a9,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c07_06"",""c08_05"",""c09_04"",""c10_04"",""c11_03"",""c12_02"",""c13_02"",""c14_02"",""c15_02"",""c16_02"",""c17_02"",""c18_02"",""c19_02"",""c20_02"",""c21_03"",""c22_04"",""c23_04"",""c24_04"",""c25_05"",""c26_06"",""c26_07""]},{""stroke_index"":1,""prefix"":[""c05_05"",""c06_04"",""c07_04"",""c08_03"",""c09_03"",""c10_02"",""c11_02"",""c12_01"",""c13_01"",""c14_00""],""suffix"":[""c26_03"",""c27_04"",""c28_05"",""c28_06"",""c29_06"",""c30_06"",""c31_06""],""gap_after_index"":9,""hidden_length_hint"":11},{""stroke_index"":2,""points"":[""c26_07"",""c27_07"",""c28_07"",""c29_07"",""c30_07"",""c31_07""]},{""stroke_index"":3,""points"":[""c07_07"",""c06_07"",""c05_07"",""c04_07"",""c03_07"",""c02_07"",""c01_07""]},{""stroke_index"":4,""points"":[""c04_05"",""c03_05"",""c02_04"",""c01_04"",""c00_04""]}]}",67,11,"{""hidden_cells"":[""c15_00"",""c16_00"",""c17_00"",""c18_00"",""c19_00"",""c20_00"",""c21_00"",""c22_01"",""c23_02"",""c24_02"",""c25_03""]}"
qsg_3660009bbbfb,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""points"":[""c09_06"",""c08_07"",""c08_08"",""c08_09"",""c09_09"",""c10_09"",""c11_09"",""c12_08"",""c13_08"",""c14_07"",""c14_06"",""c13_05"",""c12_05"",""c11_06"",""c10_06"",""c09_06""]},{""stroke_index"":1,""prefix"":[""c09_06"",""c09_05"",""c09_04"",""c10_03""],""suffix"":[""c17_02"",""c18_02"",""c19_01"",""c20_01"",""c21_01"",""c21_02"",""c21_03"",""c21_04"",""c20_05"",""c20_06"",""c19_06"",""c18_07"",""c17_07"",""c16_07"",""c15_07"",""c14_07"",""c15_08"",""c16_08"",""c17_09"",""c17_10"",""c17_11"",""c17_12"",""c16_13"",""c15_12"",""c14_12"",""c13_11"",""c13_10"",""c12_09"",""c11_08"",""c11_09"",""c10_10"",""c10_11"",""c09_12"",""c09_13"",""c08_13"",""c07_14"",""c06_14"",""c06_13"",""c05_12"",""c06_11"",""c06_10"",""c07_09"",""c08_08"",""c09_08"",""c08_08"",""c07_08"",""c06_08"",""c05_08"",""c04_08"",""c03_08"",""c02_07"",""c02_06"",""c02_05"",""c03_04"",""c04_04"",""c05_04"",""c06_03"",""c07_03"",""c08_04"",""c09_04"",""c09_05"",""c09_06""],""gap_after_index"":3,""hidden_length_hint"":12},{""stroke_index"":2,""points"":[""c10_09"",""c10_10"",""c10_11"",""c11_12"",""c11_13"",""c11_14"",""c11_15"",""c11_16"",""c11_17"",""c11_18"",""c11_19"",""c11_20"",""c11_21"",""c11_22"",""c10_23"",""c10_24"",""c10_25"",""c10_26"",""c10_27"",""c10_28"",""c10_29"",""c10_30"",""c10_31"",""c10_30"",""c09_29"",""c08_28"",""c08_27"",""c07_26"",""c06_25"",""c05_24"",""c04_24"",""c03_24"",""c02_24"",""c01_25"",""c00_25"",""c00_26"",""c00_27"",""c00_28"",""c00_29"",""c01_30"",""c02_30"",""c03_31"",""c04_31"",""c05_31"",""c06_31"",""c07_31"",""c08_31"",""c09_31"",""c10_31""]}]}",143,12,"{""hidden_cells"":[""c10_02"",""c11_02"",""c12_01"",""c13_00"",""c14_00"",""c15_01"",""c14_02"",""c14_03"",""c13_04"",""c14_04"",""c15_03"",""c16_02""]}"
qsg_41e9924665bd,Recover the hidden vector-stroke fragment in the sketch gap. Submit the missing grid-cell sequence in drawing order.,"{""grid_size"":32,""visible_strokes"":[{""stroke_index"":0,""prefix"":[""c00_00"",""c00_01"",""c00_02"",""c00_03""],""suffix"":[""c01_24"",""c01_25"",""c01_26"",""c01_27"",""c02_28"",""c02_29"",""c02_30"",""c02_31""],""gap_after_index"":3,""hidden_length_hint"":20},{""stroke_index"":1,""points"":[""c10_00"",""c10_01"",""c10_02"",""c10_03"",""c10_04"",""c10_05"",""c10_06"",""c10_07"",""c10_08"",""c10_09"",""c10_10"",""c10_11"",""c10_12"",""c10_13"",""c10_14"",""c10_15"",""c10_16"",""c10_17"",""c10_18"",""c10_19"",""c10_20"",""c10_21"",""c10_22"",""c10_23"",""c10_24"",""c10_25"",""c10_26"",""c10_27"",""c10_28"",""c10_29"",""c10_30"",""c10_31""]},{""stroke_index"":2,""points"":[""c01_27"",""c02_27"",""c03_27"",""c04_27"",""c05_27"",""c06_26"",""c07_26"",""c08_26"",""c09_26"",""c10_26""]},{""stroke_index"":3,""points"":[""c00_21"",""c01_21"",""c02_20"",""c03_20"",""c04_20"",""c05_20"",""c06_20"",""c07_19"",""c08_19"",""c09_19"",""c10_19"",""c11_18"",""c12_18"",""c13_18""]},{""stroke_index"":4,""points"":[""c00_14"",""c01_14"",""c02_14"",""c03_13"",""c04_13"",""c05_13"",""c06_13"",""c07_13"",""c08_12"",""c09_12"",""c10_12""]}]}",99,20,"{""hidden_cells"":[""c00_04"",""c00_05"",""c00_06"",""c00_07"",""c00_08"",""c00_09"",""c00_10"",""c00_11"",""c00_12"",""c00_13"",""c00_14"",""c00_15"",""c00_16"",""c00_17"",""c00_18"",""c00_19"",""c00_20"",""c01_21"",""c01_22"",""c01_23""]}"
